op_id,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
18,model,,unsqueeze,"[[B, T+1]]",,,"[[B, 1, T+1]]",[17],,other,,1,model,aten.unsqueeze.default,[],decode,True
19,model,,unsqueeze,"[[B, 1, T+1]]",,,"[[B, 1, 1, T+1]]",[18],,other,,1,model,aten.unsqueeze.default,[],decode,True
20,model,,le,"[[B, 1, 1, T+1], [B, 1, 1, 1]]",,,"[[B, 1, 1, T+1]]","[16, 19]",,other,,1,model,aten.le.Tensor,[],decode,True
21,model,,expand,"[[B, 1, 1, T+1]]",,,"[[B, 1, 1, T+1]]",[20],,other,,1,model,aten.expand.default,[],decode,True
22,model,,scalar_tensor,[],,,[[]],[],,other,,1,model,aten.scalar_tensor.default,[],decode,True
23,model,,where,"[[B, 1, 1, T+1], [], []]",,,"[[B, 1, 1, T+1]]","[21, 22]",,other,,1,model,aten.where.self,[],decode,True
24,model,rotary_emb,unsqueeze,[[d_head/2]],,,"[[B, d_head/2]]",[],,other,,2,model.rotary_emb,aten.unsqueeze.default,[model.rotary_emb.inv_freq],decode,True
25,model,rotary_emb,unsqueeze,"[[B, d_head/2]]",,,"[[B, d_head/2, 1]]",[24],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],decode,True
26,model,rotary_emb,expand,"[[B, d_head/2, 1]]",,,"[[B, d_head/2, 1]]",[25],,other,,2,model.rotary_emb,aten.expand.default,[],decode,True
27,model,rotary_emb,unsqueeze,"[[B, 1]]",,,"[[B, 1, 1]]",[],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],decode,True
28,model,rotary_emb,_to_copy,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[27],,other,,2,model.rotary_emb,aten._to_copy.default,[],decode,True
29,model,rotary_emb,expand,"[[B, d_head/2, 1]]",,,"[[B, d_head/2, 1]]",[26],,other,,2,model.rotary_emb,aten.expand.default,[],decode,True
30,model,rotary_emb,view,"[[B, d_head/2, 1]]",,,"[[B, d_head/2, 1]]",[29],,other,,2,model.rotary_emb,aten.view.default,[],decode,True
31,model,rotary_emb,expand,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[28],,other,,2,model.rotary_emb,aten.expand.default,[],decode,True
32,model,rotary_emb,view,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[31],,other,,2,model.rotary_emb,aten.view.default,[],decode,True
33,model,rotary_emb,batched_matmul,"[[B, d_head/2, 1], [B, 1, 1]]",,,"[[B, d_head/2, 1]]","[30, 32]",,other,,2,model.rotary_emb,aten.bmm.default,[],decode,False
34,model,rotary_emb,_unsafe_view,"[[B, d_head/2, 1]]",,,"[[B, d_head/2, 1]]",[33],,other,,2,model.rotary_emb,aten._unsafe_view.default,[],decode,True
35,model,rotary_emb,transpose,"[[B, d_head/2, 1]]",,,"[[B, 1, d_head/2]]",[34],,other,,2,model.rotary_emb,aten.transpose.int,[],decode,True
36,model,rotary_emb,concat,"[[B, 1, d_head/2], [B, 1, d_head/2]]",,,"[[B, 1, d_head]]",[35],,other,,2,model.rotary_emb,aten.cat.default,[],decode,False
37,model,rotary_emb,cos,"[[B, 1, d_head]]",,,"[[B, 1, d_head]]",[36],,other,,2,model.rotary_emb,aten.cos.default,[],decode,False
38,model,rotary_emb,elementwise_mul,"[[B, 1, d_head]]",,,"[[B, 1, d_head]]",[37],,other,,2,model.rotary_emb,aten.mul.Tensor,[],decode,False
39,model,rotary_emb,sin,"[[B, 1, d_head]]",,,"[[B, 1, d_head]]",[36],,other,,2,model.rotary_emb,aten.sin.default,[],decode,False
40,model,rotary_emb,elementwise_mul,"[[B, 1, d_head]]",,,"[[B, 1, d_head]]",[39],,other,,2,model.rotary_emb,aten.mul.Tensor,[],decode,False
41,model,rotary_emb,_to_copy,"[[B, 1, d_head]]",,,"[[B, 1, d_head]]",[38],,other,,2,model.rotary_emb,aten._to_copy.default,[],decode,True
42,model,rotary_emb,_to_copy,"[[B, 1, d_head]]",,,"[[B, 1, d_head]]",[40],,other,,2,model.rotary_emb,aten._to_copy.default,[],decode,True
43,input_layernorm,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[1],0,input_layernorm,,1,model.layers.0.input_layernorm,aten._to_copy.default,[],decode,True
44,input_layernorm,,pow,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[43],0,input_layernorm,,1,model.layers.0.input_layernorm,aten.pow.Tensor_Scalar,[],decode,False
45,input_layernorm,,mean,"[[B, 1, d_model]]",,,"[[B, 1, 1]]",[44],0,input_layernorm,,1,model.layers.0.input_layernorm,aten.mean.dim,[],decode,False
46,input_layernorm,,elementwise_add,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[45],0,input_layernorm,,1,model.layers.0.input_layernorm,aten.add.Tensor,[],decode,False
47,input_layernorm,,rsqrt,"[[B, 1, 1]]",,,"[[B, 1, 1]]",[46],0,input_layernorm,,1,model.layers.0.input_layernorm,aten.rsqrt.default,[],decode,False
48,input_layernorm,,elementwise_mul,"[[B, 1, d_model], [B, 1, 1]]",,,"[[B, 1, d_model]]","[43, 47]",0,input_layernorm,,1,model.layers.0.input_layernorm,aten.mul.Tensor,[],decode,False
49,input_layernorm,,_to_copy,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[48],0,input_layernorm,,1,model.layers.0.input_layernorm,aten._to_copy.default,[],decode,True
50,input_layernorm,,elementwise_mul,"[[d_model], [B, 1, d_model]]",,,"[[B, 1, d_model]]",[49],0,input_layernorm,,1,model.layers.0.input_layernorm,aten.mul.Tensor,[model.layers.0.input_layernorm.weight],decode,False
51,mamba,,elementwise_mul,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[50],0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],decode,False
52,mamba,in_proj,t,"[[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]]","[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]",0,"[[d_model, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[],0,mamba,in_proj,2,model.layers.0.mamba.in_proj,aten.t.default,[model.layers.0.mamba.in_proj.weight],decode,True
53,mamba,in_proj,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[51],0,mamba,in_proj,2,model.layers.0.mamba.in_proj,aten.view.default,[],decode,True
54,mamba,in_proj,matmul,"[[B, d_model], [d_model, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[2*d_inner+2*n_g*d_state+n_h_ssm, d_model]",1,"[[B, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[52, 53]",0,mamba,in_proj,2,model.layers.0.mamba.in_proj,aten.mm.default,[model.layers.0.mamba.in_proj.weight],decode,False
55,mamba,in_proj,_unsafe_view,"[[B, 2*d_inner+2*n_g*d_state+n_h_ssm]]",,,"[[B, 1, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[54],0,mamba,in_proj,2,model.layers.0.mamba.in_proj,aten._unsafe_view.default,[],decode,True
56,mamba,,elementwise_mul,"[[B, 1, 2*d_inner+2*n_g*d_state+n_h_ssm], [1, 1, 2*d_inner+2*n_g*d_state+n_h_ssm]]","[1, 1, 2*d_inner+2*n_g*d_state+n_h_ssm]",1,"[[B, 1, 2*d_inner+2*n_g*d_state+n_h_ssm]]",[55],0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[model.layers.0.mamba.mup_vector],decode,False
57,mamba,,split_with_sizes,"[[B, 1, 2*d_inner+2*n_g*d_state+n_h_ssm]]",,,"[[B, 1, d_inner], [B, 1, d_inner+2*n_g*d_state], [B, 1, n_h_ssm]]",[56],0,mamba,,1,model.layers.0.mamba,aten.split_with_sizes.default,[],decode,True
58,mamba,,transpose,"[[B, 1, d_inner+2*n_g*d_state]]",,,"[[B, d_inner+2*n_g*d_state, 1]]",[57],0,mamba,,1,model.layers.0.mamba,aten.transpose.int,[],decode,True
59,mamba,,concat,"[[B, d_inner+2*n_g*d_state, d_conv], [B, d_inner+2*n_g*d_state, 1]]",,,"[[B, d_inner+2*n_g*d_state, d_conv+1]]",[58],0,mamba,,1,model.layers.0.mamba,aten.cat.default,[],decode,False
60,mamba,,slice,"[[B, d_inner+2*n_g*d_state, d_conv+1]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[59],0,mamba,,1,model.layers.0.mamba,aten.slice.Tensor,[],decode,True
61,mamba,,copy_,"[[B, d_inner+2*n_g*d_state, d_conv], [B, d_inner+2*n_g*d_state, d_conv]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[60],0,mamba,,1,model.layers.0.mamba,aten.copy_.default,[],decode,True
62,mamba,,slice,"[[B, d_inner+2*n_g*d_state, d_conv+1]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]",[59],0,mamba,,1,model.layers.0.mamba,aten.slice.Tensor,[],decode,True
63,mamba,,squeeze,"[[d_inner+2*n_g*d_state, 1, d_conv]]","[d_inner+2*n_g*d_state, 1, d_conv]",0,"[[d_inner+2*n_g*d_state, d_conv]]",[],0,mamba,,1,model.layers.0.mamba,aten.squeeze.dim,[model.layers.0.mamba.conv1d.weight],decode,True
64,mamba,,elementwise_mul,"[[B, d_inner+2*n_g*d_state, d_conv], [d_inner+2*n_g*d_state, d_conv]]",,,"[[B, d_inner+2*n_g*d_state, d_conv]]","[62, 63]",0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],decode,False
65,mamba,,sum,"[[B, d_inner+2*n_g*d_state, d_conv]]",,,"[[B, d_inner+2*n_g*d_state]]",[64],0,mamba,,1,model.layers.0.mamba,aten.sum.dim_IntList,[],decode,True
66,mamba,,elementwise_add,"[[B, d_inner+2*n_g*d_state], [d_inner+2*n_g*d_state]]",,,"[[B, d_inner+2*n_g*d_state]]",[65],0,mamba,,1,model.layers.0.mamba,aten.add.Tensor,[model.layers.0.mamba.conv1d.bias],decode,False
67,mamba,act,silu,"[[B, d_inner+2*n_g*d_state]]",,,"[[B, d_inner+2*n_g*d_state]]",[66],0,mamba,act,2,model.layers.0.mamba.act,aten.silu.default,[],decode,False
68,mamba,,split_with_sizes,"[[B, d_inner+2*n_g*d_state]]",,,"[[B, d_inner], [B, d_state], [B, d_state]]",[67],0,mamba,,1,model.layers.0.mamba,aten.split_with_sizes.default,[],decode,True
69,mamba,,_to_copy,[[n_h_ssm]],,,[[n_h_ssm]],[],0,mamba,,1,model.layers.0.mamba,aten._to_copy.default,[model.layers.0.mamba.A_log],decode,True
70,mamba,,exp,[[n_h_ssm]],,,[[n_h_ssm]],[69],0,mamba,,1,model.layers.0.mamba,aten.exp.default,[model.layers.0.mamba.A_log],decode,False
71,mamba,,neg,[[n_h_ssm]],,,[[n_h_ssm]],[70],0,mamba,,1,model.layers.0.mamba,aten.neg.default,[],decode,False
72,mamba,,select,"[[B, 1, n_h_ssm]]",,,"[[B, n_h_ssm]]",[57],0,mamba,,1,model.layers.0.mamba,aten.select.int,[],decode,True
73,mamba,,unsqueeze,"[[B, n_h_ssm]]",,,"[[B, 1, n_h_ssm]]",[72],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],decode,True
74,mamba,,transpose,"[[B, 1, n_h_ssm]]",,,"[[B, n_h_ssm, 1]]",[73],0,mamba,,1,model.layers.0.mamba,aten.transpose.int,[],decode,True
75,mamba,,expand,"[[B, n_h_ssm, 1]]",,,"[[B, n_h_ssm, d_head_ssm]]",[74],0,mamba,,1,model.layers.0.mamba,aten.expand.default,[],decode,True
76,mamba,,unsqueeze,[[n_h_ssm]],,,"[[n_h_ssm, B]]",[],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[model.layers.0.mamba.dt_bias],decode,True
77,mamba,,expand,"[[n_h_ssm, B]]",,,"[[n_h_ssm, d_head_ssm]]",[76],0,mamba,,1,model.layers.0.mamba,aten.expand.default,[],decode,True
78,mamba,,elementwise_add,"[[B, n_h_ssm, d_head_ssm], [n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm]]","[75, 77]",0,mamba,,1,model.layers.0.mamba,aten.add.Tensor,[],decode,False
79,mamba,,softplus,"[[B, n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm]]",[78],0,mamba,,1,model.layers.0.mamba,aten.softplus.default,[],decode,True
80,mamba,,clamp,"[[B, n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm]]",[79],0,mamba,,1,model.layers.0.mamba,aten.clamp.default,[],decode,True
81,mamba,,unsqueeze,[[n_h_ssm]],,,"[[n_h_ssm, B]]",[71],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],decode,True
82,mamba,,unsqueeze,"[[n_h_ssm, B]]",,,"[[n_h_ssm, B, 1]]",[81],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],decode,True
83,mamba,,expand,"[[n_h_ssm, B, 1]]",,,"[[n_h_ssm, d_head_ssm, d_state]]",[82],0,mamba,,1,model.layers.0.mamba,aten.expand.default,[],decode,True
84,mamba,,unsqueeze,"[[B, n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm, 1]]",[80],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],decode,True
85,mamba,,elementwise_mul,"[[B, n_h_ssm, d_head_ssm, 1], [n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]","[83, 84]",0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],decode,False
86,mamba,,exp,"[[B, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]",[85],0,mamba,,1,model.layers.0.mamba,aten.exp.default,[],decode,False
87,mamba,,view,"[[B, d_state]]",,,"[[B, 1, d_state]]",[68],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],decode,True
88,mamba,,unsqueeze,"[[B, 1, d_state]]",,,"[[B, 1, 1, d_state]]",[87],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],decode,True
89,mamba,,expand,"[[B, 1, 1, d_state]]",,,"[[B, 1, n_h_ssm, d_state]]",[88],0,mamba,,1,model.layers.0.mamba,aten.expand.default,[],decode,True
90,mamba,,clone,"[[B, 1, n_h_ssm, d_state]]",,,"[[B, 1, n_h_ssm, d_state]]",[89],0,mamba,,1,model.layers.0.mamba,aten.clone.default,[],decode,True
91,mamba,,view,"[[B, 1, n_h_ssm, d_state]]",,,"[[B, n_h_ssm, d_state]]",[90],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],decode,True
92,mamba,,unsqueeze,"[[B, n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm, 1]]",[80],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],decode,True
93,mamba,,unsqueeze,"[[B, n_h_ssm, d_state]]",,,"[[B, n_h_ssm, 1, d_state]]",[91],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],decode,True
94,mamba,,elementwise_mul,"[[B, n_h_ssm, d_head_ssm, 1], [B, n_h_ssm, 1, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]","[92, 93]",0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],decode,False
95,mamba,,view,"[[B, d_inner]]",,,"[[B, n_h_ssm, d_head_ssm]]",[68],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],decode,True
96,mamba,,unsqueeze,"[[B, n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm, 1]]",[95],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],decode,True
97,mamba,,elementwise_mul,"[[B, n_h_ssm, d_head_ssm, d_state], [B, n_h_ssm, d_head_ssm, 1]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]","[94, 96]",0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],decode,False
98,mamba,,elementwise_mul,"[[B, n_h_ssm, d_head_ssm, d_state], [B, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]",[86],0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],decode,False
99,mamba,,elementwise_add,"[[B, n_h_ssm, d_head_ssm, d_state], [B, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]","[97, 98]",0,mamba,,1,model.layers.0.mamba,aten.add.Tensor,[],decode,False
100,mamba,,copy_,"[[B, n_h_ssm, d_head_ssm, d_state], [B, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]",[99],0,mamba,,1,model.layers.0.mamba,aten.copy_.default,[],decode,True
101,mamba,,view,"[[B, d_state]]",,,"[[B, 1, d_state]]",[68],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],decode,True
102,mamba,,unsqueeze,"[[B, 1, d_state]]",,,"[[B, 1, 1, d_state]]",[101],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],decode,True
103,mamba,,expand,"[[B, 1, 1, d_state]]",,,"[[B, 1, n_h_ssm, d_state]]",[102],0,mamba,,1,model.layers.0.mamba,aten.expand.default,[],decode,True
104,mamba,,clone,"[[B, 1, n_h_ssm, d_state]]",,,"[[B, 1, n_h_ssm, d_state]]",[103],0,mamba,,1,model.layers.0.mamba,aten.clone.default,[],decode,True
105,mamba,,view,"[[B, 1, n_h_ssm, d_state]]",,,"[[B, n_h_ssm, d_state]]",[104],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],decode,True
106,mamba,,_to_copy,"[[B, n_h_ssm, d_head_ssm, d_state]]",,,"[[B, n_h_ssm, d_head_ssm, d_state]]",[100],0,mamba,,1,model.layers.0.mamba,aten._to_copy.default,[],decode,True
107,mamba,,view,"[[B, n_h_ssm, d_head_ssm, d_state]]",,,"[[n_h_ssm, d_head_ssm, d_state]]",[106],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],decode,True
108,mamba,,view,"[[B, n_h_ssm, d_state]]",,,"[[n_h_ssm, d_state, B]]",[105],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],decode,True
109,mamba,,batched_matmul,"[[n_h_ssm, d_head_ssm, d_state], [n_h_ssm, d_state, B]]",,,"[[n_h_ssm, d_head_ssm, B]]","[107, 108]",0,mamba,,1,model.layers.0.mamba,aten.bmm.default,[],decode,False
110,mamba,,view,"[[n_h_ssm, d_head_ssm, B]]",,,"[[B, n_h_ssm, d_head_ssm]]",[109],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],decode,True
111,mamba,,unsqueeze,[[n_h_ssm]],,,"[[n_h_ssm, B]]",[],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[model.layers.0.mamba.D],decode,True
112,mamba,,expand,"[[n_h_ssm, B]]",,,"[[n_h_ssm, d_head_ssm]]",[111],0,mamba,,1,model.layers.0.mamba,aten.expand.default,[],decode,True
113,mamba,,elementwise_mul,"[[B, n_h_ssm, d_head_ssm], [n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm]]","[95, 112]",0,mamba,,1,model.layers.0.mamba,aten.mul.Tensor,[],decode,False
114,mamba,,elementwise_add,"[[B, n_h_ssm, d_head_ssm], [B, n_h_ssm, d_head_ssm]]",,,"[[B, n_h_ssm, d_head_ssm]]","[110, 113]",0,mamba,,1,model.layers.0.mamba,aten.add.Tensor,[],decode,False
115,mamba,,view,"[[B, n_h_ssm, d_head_ssm]]",,,"[[B, d_inner]]",[114],0,mamba,,1,model.layers.0.mamba,aten.view.default,[],decode,True
116,mamba,,unsqueeze,"[[B, d_inner]]",,,"[[B, 1, d_inner]]",[115],0,mamba,,1,model.layers.0.mamba,aten.unsqueeze.default,[],decode,True
117,mamba,norm,_to_copy,"[[B, 1, d_inner]]",,,"[[B, 1, d_inner]]",[57],0,mamba,norm,2,model.layers.0.mamba.norm,aten._to_copy.default,[],decode,True
118,mamba,norm,silu,"[[B, 1, d_inner]]",,,"[[B, 1, d_inner]]",[117],0,mamba,norm,2,model.layers.0.mamba.norm,aten.silu.default,[],decode,False
119,mamba,norm,elementwise_mul,"[[B, 1, d_inner], [B, 1, d_inner]]",,,"[[B, 1, d_inner]]","[116, 118]",0,mamba,norm,2,model.layers.0.mamba.norm,aten.mul.Tensor,[],decode,False
120,mamba,norm,view,"[[B, 1, d_inner]]",,,"[[B, 1, 1, d_inner]]",[119],0,mamba,norm,2,model.layers.0.mamba.norm,aten.view.default,[],decode,True
121,mamba,norm,pow,"[[B, 1, 1, d_inner]]",,,"[[B, 1, 1, d_inner]]",[120],0,mamba,norm,2,model.layers.0.mamba.norm,aten.pow.Tensor_Scalar,[],decode,False
122,mamba,norm,mean,"[[B, 1, 1, d_inner]]",,,"[[B, 1, 1, 1]]",[121],0,mamba,norm,2,model.layers.0.mamba.norm,aten.mean.dim,[],decode,False
123,mamba,norm,elementwise_add,"[[B, 1, 1, 1]]",,,"[[B, 1, 1, 1]]",[122],0,mamba,norm,2,model.layers.0.mamba.norm,aten.add.Tensor,[],decode,False
124,mamba,norm,rsqrt,"[[B, 1, 1, 1]]",,,"[[B, 1, 1, 1]]",[123],0,mamba,norm,2,model.layers.0.mamba.norm,aten.rsqrt.default,[],decode,False
125,mamba,norm,elementwise_mul,"[[B, 1, 1, d_inner], [B, 1, 1, 1]]",,,"[[B, 1, 1, d_inner]]","[120, 124]",0,mamba,norm,2,model.layers.0.mamba.norm,aten.mul.Tensor,[],decode,False
126,mamba,norm,view,[[d_inner]],,,"[[B, d_inner]]",[],0,mamba,norm,2,model.layers.0.mamba.norm,aten.view.default,[model.layers.0.mamba.norm.weight],decode,True
127,mamba,norm,elementwise_mul,"[[B, d_inner], [B, 1, 1, d_inner]]",,,"[[B, 1, 1, d_inner]]","[125, 126]",0,mamba,norm,2,model.layers.0.mamba.norm,aten.mul.Tensor,[model.layers.0.mamba.norm.weight],decode,False
128,mamba,norm,view,"[[B, 1, 1, d_inner]]",,,"[[B, 1, d_inner]]",[127],0,mamba,norm,2,model.layers.0.mamba.norm,aten.view.default,[],decode,True
129,mamba,norm,squeeze,"[[B, 1, d_inner]]",,,"[[B, d_inner]]",[128],0,mamba,norm,2,model.layers.0.mamba.norm,aten.squeeze.dim,[],decode,True
130,mamba,norm,_to_copy,"[[B, d_inner]]",,,"[[B, d_inner]]",[129],0,mamba,norm,2,model.layers.0.mamba.norm,aten._to_copy.default,[],decode,True
131,mamba,out_proj,t,"[[d_inner, d_inner]]","[d_inner, d_inner]",0,"[[d_inner, d_inner]]",[],0,mamba,out_proj,2,model.layers.0.mamba.out_proj,aten.t.default,[model.layers.0.mamba.out_proj.weight],decode,True
132,mamba,out_proj,matmul,"[[B, d_inner], [d_inner, d_inner]]","[d_inner, d_inner]",1,"[[B, d_inner]]","[130, 131]",0,mamba,out_proj,2,model.layers.0.mamba.out_proj,aten.mm.default,[model.layers.0.mamba.out_proj.weight],decode,False
133,,,elementwise_mul,"[[B, d_inner]]",,,"[[B, d_inner]]",[132],0,,,0,model.layers.0,aten.mul.Tensor,[],decode,False
134,,,elementwise_mul,"[[B, 1, d_model]]",,,"[[B, 1, d_model]]",[50],0,,,0,model.layers.0,aten.mul.Tensor,[],decode,False
135,self_attn,q_proj,t,"[[n_h*d_head, d_model]]","[n_h*d_head, d_model]",0,"[[d_model, n_h*d_head]]",[],0,self_attn,q_proj,2,model.layers.0.self_attn.q_proj,aten.t.default,[model.layers.0.self_attn.q_proj.weight],decode,True
136,self_attn,q_proj,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[134],0,self_attn,q_proj,2,model.layers.0.self_attn.q_proj,aten.view.default,[],decode,True
137,self_attn,q_proj,matmul,"[[B, d_model], [d_model, n_h*d_head]]","[n_h*d_head, d_model]",1,"[[B, n_h*d_head]]","[135, 136]",0,self_attn,q_proj,2,model.layers.0.self_attn.q_proj,aten.mm.default,[model.layers.0.self_attn.q_proj.weight],decode,False
138,self_attn,q_proj,_unsafe_view,"[[B, n_h*d_head]]",,,"[[B, 1, n_h*d_head]]",[137],0,self_attn,q_proj,2,model.layers.0.self_attn.q_proj,aten._unsafe_view.default,[],decode,True
139,self_attn,,view,"[[B, 1, n_h*d_head]]",,,"[[B, 1, n_h, d_head]]",[138],0,self_attn,,1,model.layers.0.self_attn,aten.view.default,[],decode,True
140,self_attn,,transpose,"[[B, 1, n_h, d_head]]",,,"[[B, n_h, 1, d_head]]",[139],0,self_attn,,1,model.layers.0.self_attn,aten.transpose.int,[],decode,True
141,self_attn,k_proj,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],0,self_attn,k_proj,2,model.layers.0.self_attn.k_proj,aten.t.default,[model.layers.0.self_attn.k_proj.weight],decode,True
142,self_attn,k_proj,view,"[[B, 1, d_model]]",,,"[[B, d_model]]",[134],0,self_attn,k_proj,2,model.layers.0.self_attn.k_proj,aten.view.default,[],decode,True
143,self_attn,k_proj,matmul,"[[B, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B, n_kv*d_head]]","[141, 142]",0,self_attn,k_proj,2,model.layers.0.self_attn.k_proj,aten.mm.default,[model.layers.0.self_attn.k_proj.weight],decode,False
